gene	Centro_apex_R1	Centro_apex_R2	Centro_apex_R3	NT_apex_R1	NT_apex_R2	NT_apex_R3	No_apex_R1	No_apex_R2	No_apex_R3
ADA2	0.00966218	0.0240422	0	0.00783132	0.014455	0.0214589	0.0180454	0	0.0108263
ADAD1	0.0148379	0.0221526	0	0	0	0	0	0	0
ADAD2	0.0416911	0	0	0	0	0	0	0	0
ADAL	0.557631	0.455532	0.253961	0.486077	0.377768	0.79448	0.766348	0	0.725021
ADAM10	0.812286	0.849374	0.902773	0.864588	0.879491	1.09856	0.70835	0	0.929629
ADAM11	0.362985	0.16422	0.265504	0.133729	0.394938	0.122146	0.308146	0	0.092436
ADAM12	0.740966	0.487224	0.570346	0.640672	0.570264	0.5629	0.468361	0.82534	0.43048
ADAM15	2.50484	1.77474	1.02476	1.49684	1.14325	1.36719	1.78402	0	1.39142
ADAM17	0.83264	0.698559	0.978221	0.83313	0.909443	0.924614	0.743128	0	0.928829
ADAM18	0.00863594	0.0128932	0	0.00419972	0.00775182	0	0.00967724	0	0
ADAM19	0.136941	0.116828	0.0874455	0.116278	0.156091	0.106206	0.0608941	0	0.0767199
ADAM1B	0.125719	0.37539	0	0	0	0	0	0	0
ADAM2	0.0106437	0.0198634	0.0214095	0.0194104	0.0238851	0.00590971	0.0298177	0	0.00447228
ADAM20	0.0903157	0.943869	0	0.219606	0.405347	0.200584	0	0	0.455387
ADAM20P1	0.0828737	0.247456	0	0.201511	0	0.368112	0	0	0
ADAM20P3	0	0	0	0	0	0	0.668938	0	0
ADAM21	0.0232164	0.0346613	0	0.0141129	0.0260494	0.0257809	0	0	0.0390202
ADAM22	0.158116	0.191364	0.173137	0.17062	0.201555	0.218178	0.131051	0	0.221719
ADAM23	0.0509685	0.0486158	0.0341739	0.0344255	0.0444796	0.0377323	0.0317301	0	0.047591
ADAM24P	0.239352	0.178672	0	0.581992	0	0	0	0	0
ADAM28	0.00774301	0.00578004	0	0	0	0.00859832	0	0	0.0195208
ADAM29	0.00507913	0.0176936	0.013622	0.00823339	0	0	0	0	0.00284553
ADAM32	0.227517	0.291151	0.159181	0.243965	0.228325	0.25108	0.190025	0.872033	0.258887
ADAM33	0.0704212	0.236557	0	0.0856159	0.316058	0.1173	0.0986405	0	0.236717
ADAM3A	0.00700309	0	0	0.00851413	0	0.02333	0	0	0
ADAM5	0.0269081	0.0146083	0	0.02974	0.0439151	0	0	0	0.0328909
ADAM7	0.0116893	0.0130888	0	0	0.0131157	0	0	0	0.0049116
ADAM7-AS1	0.0110482	0.00824734	0.0102569	0.0103324	0.00381429	0.00377497	0.0119042	0	0.0214258
ADAM7-AS2	0.020488	0.015294	0	0.0249087	0	0.0227511	0.057396	0	0.0344346
ADAM8	0.0522055	0.0779411	0.280026	0.0423132	0	0	0.195001	0	0.0877428
ADAM9	2.08661	1.59561	1.4704	1.92372	1.63004	1.51048	1.69792	2.85502	1.50467
ADAMDEC1	0.0115716	0	0	0	0	0	0	0	0
ADAMTS1	8.43772	5.71542	6.28602	5.69906	6.54534	5.43677	6.42014	0	5.60255
ADAMTS10	0.651353	0.861664	1.19409	0.641535	1.25815	0.640901	1.20109	5.08785	0.914596
ADAMTS12	0.0102384	0.0122284	0	0.00995797	0.00919017	0.00454772	0.0191214	0	0.00458875
ADAMTS13	0.111639	0.125005	0.0449118	0.0678636	0.125262	0.0247941	0.0625501	0	0.178252
ADAMTS14	0.022366	0.0125219	0	0.0203939	0.0125477	0.0186275	0.0156643	0	0.0140966
ADAMTS15	0.25143	0.0804379	0.0722492	0.109172	0.120905	0.0199431	0.25156	0	0.0754614
ADAMTS16	0.0279415	0.010429	0.0337222	0.0237793	0.0689726	0.0403364	0.0782767	0.862114	0.0117405
ADAMTS16-DT	0.0311572	0	0	0	0	0	0	0	0
ADAMTS17	0.0115383	0.0101331	0.0163828	0.00660136	0.0182771	0.00602956	0.0152112	0	0.00456297
ADAMTS18	0.00950995	0	0	0.0132136	0	0.0120691	0	0	0.00913347
ADAMTS19	0.00632203	0.00539348	0	0.00878414	0.0121603	0.00200582	0	0	0.00303588
ADAMTS19-AS1	0.00692765	0.0103428	0	0.0168448	0	0	0	0	0
ADAMTS2	0.0192912	0.0176007	0	0.0156358	0.00962014	0.00238024	0.0120096	0	0.0162116
ADAMTS20	0.013945	0.00757072	0	0	0	0.00563106	0.00710295	0	0
ADAMTS3	0.0959514	0.136741	0.16844	0.0827188	0.144852	0.195665	0.12707	0	0.151005
ADAMTS4	0.0511297	0.05089	0.137128	0.0414413	0	0.0378517	0	0	0.0286449
ADAMTS5	0.194331	0.41229	0.329172	0.36061	0.298377	0.556529	0.37249	0	0.49852
ADAMTS6	1.45256	1.58499	1.99552	1.5003	1.55092	2.47536	2.04205	1.86643	2.59895
ADAMTS7	0.048114	0.0861992	0.154848	0.105292	0.172753	0.0641145	0.0269577	0	0.0727796
ADAMTS7P1	0.00698927	0	0	0.0339893	0	0	0	0	0
ADAMTS7P3	0.0444395	0.0442312	0	0	0.0664832	0	0	0	0
ADAMTS8	0.116766	0.174327	0.427038	0.232298	0.142925	0.141451	0.059475	0	0.107046
ADAMTS9	0.016048	0.0217811	0.0352147	0.0212844	0.00654776	0.025921	0	0	0.0343283
ADAMTS9-AS1	0	0	0	0	0	0.0177639	0	0	0
ADAMTS9-AS2	0.00750501	0.0081489	0	0.00829486	0.465442	0.00454583	0.0076454	0	0.00229342
ADAMTSL1	0.0523408	0.092351	0.0886587	0.0639388	0.0876704	0.0945533	0.12909	0	0.13848
ADAMTSL2	0.0231976	0.00865832	0	0.0282029	0.0260284	0.01288	0.0974802	0	0.00974718
ADAMTSL3	0.0405088	0.0419447	0.0315416	0.0270077	0.0410535	0.0261194	0.0512505	0.403183	0.0241589
ADAMTSL4	0.109483	0.196146	0.176178	0.106485	0	0.0486307	0.122684	0	0.147208
ADAMTSL4-AS1	0.262737	0.196129	0	0	0.589596	0.583517	0.736042	0	0.66238
ADAMTSL4-AS2	0.246966	0.163872	0	0.266892	0.246314	0.243774	0	0	0.0922403
ADAMTSL5	0.41013	0.524838	1.17852	0.498623	0.262958	0.585557	0.656546	0	0.344657
ADAP1	0.0787004	0.0522209	0.0703572	0.0956814	0.0588693	0.048552	0	0	0.014697
ADAP2	0.0332221	0.0779421	0.114558	0.0692406	0.170405	0.115946	0.106365	0	0.0877439
ADAR	2.6545	2.51238	2.14015	3.24705	2.65561	1.92897	2.03779	0	2.12581
ADARB1	4.56913	3.93561	3.45769	3.87549	3.87227	3.44107	3.92077	4.0642	3.55606
ADARB2	0.0587988	0.0418665	0.0327523	0.0494901	0.0690188	0.0291311	0.0456152	0	0.0281269
ADARB2-AS1	0	0	0	0.0201431	0	0	0	0	0.0139233
ADAT1	0.800891	0.607985	0.982965	0.4951	0.792006	0.572807	0.912671	0	0.958222
ADAT2	1.15505	1.09125	1.81511	1.00932	1.13399	1.54317	0.606711	0	1.04649
ADAT3	1.61386	0.963775	3.89548	2.35449	2.17295	0.71685	2.71268	0	1.08498
ADCK1	0.0652333	0.0695651	0.044988	0.104234	0.13384	0.120042	0.0939844	0	0.134699
ADCK2	0.0649266	0.0646222	0	0.184183	0.0971326	0.0480656	0.121259	0	0.0181872
ADCK5	0.362016	0.428655	0.200879	0.485658	0.336159	0.24952	0.209828	7.70326	0.167848
ADCY1	0.0187085	0.0025392	0	0.00827099	0.00763326	0.00377728	0.0190585	0	0.00857558
ADCY10	0.00961857	0.0897513	0.0193475	0.0233879	0.0215846	0	0.0269459	0	0.0121246
ADCY10P1	0.100993	0.0502598	0.162516	0.0654849	0.0906536	0.119625	0.0377235	0	0.147109
ADCY2	0.00985026	0.0103808	0.00466201	0.0112712	0.0104021	0.0102949	0.0129859	0	0.0087647
ADCY3	0.574681	0.590557	0.52043	0.544425	0.290303	0.458591	0.47392	0	0.405585
ADCY4	0.0152286	0	0	0.0370288	0	0	0.085324	0	0
ADCY5	0.0165822	0.00900243	0	0.0293238	0.0338285	0.0167399	0.0253386	0	0.0152018
ADCY6	1.11222	1.24949	1.24043	1.33881	1.13674	0.953822	2.03608	0	1.20304
ADCY6-DT	0	0.270259	0	0	0	0.402035	1.01424	0	0
ADCY7	0.695539	0.610526	0.731166	0.509918	0.847082	0.566662	0.607074	4.31363	0.475827
ADCY8	0.006766	0.00432918	0.0155539	0.00235025	0.00867616	0.00214668	0.0108312	0	0.00649814
ADCY9	0.899009	0.736709	0.818868	1.39482	0.934315	0.736321	0.855348	0	0.590917
ADCYAP1	0.0688685	0	0	0	0	0	0	0	0
ADCYAP1R1	0.00424965	0	0	0	0	0.0188763	0.0238103	0	0
ADD1	0.606488	0.487559	0.586507	0.503383	0.549632	0.453305	0.58813	0	0.455761
ADD2	0.00939327	0.0116865	0.0503848	0.00380668	0.00702634	0.0104309	0.00877157	0	0.00526249
ADD3	0.334173	0.442276	0.450542	0.38212	0.35671	0.485421	0.354225	0	0.446285
ADD3-AS1	0.0331432	0.0384858	0.0296296	0.026863	0	0.0163574	0.0825322	0	0.0123788
ADGB	0.0127796	0.010407	0.0280426	0.0225992	0.00521419	0.0180615	0.0195279	0	0.0078105
ADGRA1	0.0344815	0.00857995	0	0	0.0257928	0	0	0	0
ADGRA1-AS1	0.0463995	0	0	0	0.208246	0	0	0	0
ADGRA2	0.140825	0.111307	0.133302	0.140997	0.148715	0.156381	0.255273	0	0.243649
ADGRA3	0.555825	0.711282	0.804507	0.554191	0.798538	0.8099	0.69205	2.72215	0.936659
ADGRB1	0.0263066	0.0196375	0.10583	0.0127931	0.0118067	0.0058425	0.0589573	0	0.0132642
ADGRB2	0.813653	0.726864	0.643925	0.762181	0.658515	0.577667	1.49469	0	0.605298
ADGRB3	0.155033	0.265381	0.268833	0.214483	0.244432	0.367321	0.275193	0.206183	0.39366
ADGRB3-DT	0.103459	0	0	0	0	0.0765912	0	0	0.173885
ADGRD1	0.93533	1.40455	1.28165	0.963345	1.16709	1.03411	1.94518	0	1.27227
ADGRD2	0.0089356	0.0133406	0	0.0217272	0	0	0.0500652	0	0.0150183
ADGRE1	0.00960846	0.00717256	0	0.0467266	0.0215619	0.0106698	0	0	0.0161491
ADGRE2	0.299533	0.227662	0.306729	0.357542	0.219983	0.387048	0.396677	3.36068	0.228833
ADGRE3	0.0214593	0.016019	0	0.00869652	0.016052	0.0158865	0	0	0.00601119
ADGRE5	3.17138	2.11469	3.15374	2.25275	1.67924	1.50365	1.44747	0	1.33255
ADGRF1	0.00563221	0.00840871	0	0	0.025278	0.0125087	0	0	0
ADGRF2	0.00649612	0.0096985	0	0.0315911	0.0291553	0.0144274	0	0	0
ADGRF3	0.0390383	0.0194276	0.104699	0.031641	0.087604	0.101151	0.0364545	0	0.0328062
ADGRF4	0.00948468	0	0	0.0230624	0	0	0	0	0.0159411
ADGRF5	0.00736479	0.00366513	0	0.00596925	0	0.00545221	0.0137547	0	0.00825211
ADGRF5-AS1	0	0	0	0.10902	0.201228	0	0	0	0
ADGRF5P1	0	0	0	0.62386	0	0	0	0	0
ADGRG1	1.38699	1.17546	1.10491	1.54713	1.33539	1.0573	2.18003	2.82472	1.11556
ADGRG2	0.0867479	0.0647559	0.121385	0.0962945	0.0761741	0.0544475	0.0950946	0	0.0633909
ADGRG3	0	0	0	0	0	0.0264632	0	0	0
ADGRG4	0.00216892	0.0129525	0.0174509	0.0316429	0	0	0	0	0.00364536
ADGRG5	0	0.0229648	0	0.0249346	0.046024	0.0113874	0	0	0
ADGRG6	0.160182	0.0883803	0.11207	0.17781	0.1094	0.119873	0.0682867	0	0.0848633
ADGRG7	0.00879137	0	0	0.00712551	0.0131522	0.00650831	0	0	0.00492528
ADGRL1	0.236618	0.327571	0.311531	0.146452	0.251011	0.238868	0.313358	0	0.296459
ADGRL1-AS1	0.235802	0.330042	0.177866	0.14334	0.198433	0.14729	0.24772	0	0.260084
ADGRL2	0.0401449	0.0417896	0.0533397	0.0429859	0.0314066	0.0670735	0.0577795	0	0.0557111
ADGRL3	0.0100305	0.0119801	0.0253642	0.00557474	0.0192934	0.019731	0.0144513	0	0.0255285
ADGRL3-AS1	0.00807507	0.0120558	0.0216571	0.00654495	0	0.00597803	0	0	0
ADGRL4	0.0154237	0.0172703	0.0155122	0.0140638	0.00576862	0.0114183	0.0180036	0	0.0162019
ADGRV1	0.0114813	0.0171413	0.00637087	0.0125146	0.0124382	0.0105514	0.00221823	0	0.0119774
ADH1A	0.0343613	0	0	0	0	0	0	0	0
ADH1C	0.0154732	0	0	0.0376236	0	0	0	0	0
ADH4	0.0073658	0	0	0	0	0	0	0	0.0123799
ADH5	1.57996	1.32684	0.79451	1.81796	1.70944	1.12788	1.81789	8.70506	1.51741
ADH5P2	0	0	0	0	0	0.49682	0	0	0
ADH5P3	0	0	0	0	0.992512	0	0	0	0
ADH5P5	2.59215	3.87	0	0	0	5.75697	0	0	0
ADH6	0	0	0	0.0361765	0	0	0	0	0
ADH7	0	0	0	0	0	0.0240183	0.0605929	0	0
ADHFE1	0	0	0	0	0.928031	0.459232	0	0	0
ADI1	0.896133	0.863706	0.638877	1.04812	0.916392	0.60463	1.20757	0	1.37269
ADIPOQ	0	0	0	0	0	0	0	0	0.0268146
ADIPOQ-AS1	0	0	0	0	0.266278	0	0	0	0
ADIPOR1	1.82767	1.96717	1.48192	1.68805	2.60708	1.98235	1.42887	0	1.50018
ADIPOR2	0.766115	1.36129	1.25303	1.06273	1.21754	1.4616	0.731829	0	1.65492
ADIRF	0.30367	0	0	0	0	0.224809	0	0	0
ADIRF-AS1	1.85408	0.817844	1.01712	1.02461	1.51297	0.842272	1.41658	0	0.991517
ADK	0.623808	0.58714	0.654664	0.569354	0.612692	0.860371	0.554661	1.11577	0.812167
ADM	17.3033	4.68229	4.35065	9.72954	2.42685	4.08312	4.2415	0	1.09058
ADM-DT	1.19961	0.358197	0	0	0	0.532849	0	0	0
ADM2	0.82136	0.613132	0.826072	0.998584	0.921589	1.0261	0.575249	0	0.345119
ADM5	1.53629	1.14681	6.1804	0.62259	5.74586	0.568662	2.86921	0	2.15172
ADNP	4.65956	5.01438	6.23253	4.52908	5.57316	5.0692	4.73769	7.29782	5.47603
ADNP-AS1	0.0710029	0.185509	0.14282	0.129485	0.159334	0.157692	0.198911	0	0.119336
ADNP2	1.66916	1.5992	1.53334	1.62984	1.29772	2.07246	1.28868	4.05517	1.5021
ADO	3.20986	2.69562	1.07609	3.08944	3.00129	2.22776	2.99741	0	2.02308
ADORA1	0.00327599	0.0195638	0	0.00796569	0	0.00727572	0.055065	0	0.00550603
ADORA2A	0.144174	0.215247	0	0	0	0	0	0	0
ADORA2A-AS1	0.0801624	0.0284952	0	0.120663	0.0513968	0.00847783	0.064163	0	0.0192472
ADORA2B	0.673416	0.514955	0.396456	0.47925	0.626589	0.291825	0.414118	0	0.358871
ADPGK	1.71735	1.61876	1.28808	1.45091	1.33904	1.66463	1.46778	0	1.35758
ADPGK-AS1	0.0327288	0.048863	0	0.0397906	0.0734452	0.036344	0	0	0.027504
ADPRH	0.117737	0	0	0.0572563	0	0	0	0	0
ADPRHL1	0.144671	0.0905763	0.0375487	0.113475	0.125671	0.0932818	0.078443	0	0.117654
ADPRM	0.594163	0.215046	0.144866	0.350237	0.0808082	0.479851	0.302639	0	0.272351
ADPRS	1.29685	1.48935	1.20396	1.3341	0.671585	1.32932	2.79465	0	1.25748
ADRA1A	0.00847702	0.00949193	0	0	0	0.0094134	0.0118739	0	0.00356188
ADRA1B	0.144434	0.107818	0.206179	0.152941	0.125465	0.103476	0.2741	0	0.1527
ADRA1D	0.0350951	0.013099	0.0705929	0	0	0.0194859	0	0	0.0147463
ADRA2A	15.6218	17.4195	19.297	15.6037	15.1279	17.2754	18.1591	0	16.3418
ADRA2B	0	0.101567	0	0.330835	0	0	0	0	0
ADRA2C	0.115392	0.172276	1.85686	0	0	0.256276	0	0	0
ADRB1	0.496424	0.617621	0	0.201179	0.371335	0.367507	0.463568	0	0.278117
ADRB2	4.37176	1.49186	0	2.42974	0.560599	1.66446	1.39969	0	2.09935
ADRM1	7.68801	5.60036	8.0683	5.32815	5.00068	3.87681	4.78612	0	2.87142
ADSL	6.82107	5.2674	6.62365	9.15073	6.06997	5.09322	5.27141	0	6.22631
ADSS1	0.729376	0.861397	0.788304	0.608815	0.781737	0.507726	1.76883	6.71771	0.896538
ADSS2	2.04436	1.65145	1.11833	1.718	1.66351	2.00651	1.1357	0	1.87861
ADTRP	0.0158815	0.0158071	0	0.0386165	0.0118797	0.0352716	0.0148304	0	0
AEBP1	0.0246074	0.0367381	0	0	0.110441	0	0	0	0
AEBP2	0.402113	0.508623	0.430098	0.469477	0.576511	0.579427	0.451493	0.984674	0.68925
AEN	2.98648	2.33226	2.58773	2.51368	2.16521	2.19391	2.05944	0	1.69889
AFAP1	0.875533	1.08963	1.25036	0.904188	1.07734	1.00152	1.19723	0	1.34093
AFAP1-AS1	0	0	0	0.024601	0	0.0224701	0	0	0
AFAP1L1	0.112095	0.141205	0.0281844	0.0936933	0.0628867	0.0933576	0.0392534	0	0.035325
AFAP1L2	0.011436	0	0	0.00556141	0	0	0	0	0.00384415
AFDN	0.237352	0.24055	0.167274	0.197994	0.225493	0.20393	0.223261	0	0.232947
AFDN-DT	0.0531471	0	0	0	0	0	0	0	0
AFF1	0.949434	0.905507	0.932788	0.851624	0.942057	1.0245	1.00511	0	1.05425
AFF2	0.0100655	0.00375688	0	0.00734241	0.00451752	0.0089419	0.0112792	0	0.0101504
AFF3	0.0205967	0.0208869	0.0187606	0.0283481	0.0244182	0.0138094	0.0391928	0	0.0215542
AFF4	1.70684	1.51875	1.32975	1.69752	1.73928	1.9112	1.46881	3.51675	2.05935
AFF4-DT	2.54622	0	0	3.09561	0	0	0	0	0
AFG1L	0.137219	0.16259	0.210295	0.119162	0.161295	0.171726	0.17085	0	0.151921
AFG3L1P	1.0625	0.786795	1.50458	0.86806	0.877427	1.17043	0.714369	0	0.871455
AFG3L2	1.21855	1.11177	1.42457	1.1396	1.42568	1.21437	0.992019	0	1.06779
AFM	0.0225941	0.0168662	0	0	0	0	0	0	0.0189872
AFMID	1.38418	1.513	1.591	1.56264	1.66402	1.2626	1.80036	0	1.45401
AFP	0	0	0	0.0244192	0	0	0	0	0.016879
AFTPH	0.333794	0.317626	0.324642	0.330005	0.395105	0.374739	0.143863	0	0.524025
AFTPH-DT	0.130686	0.585328	0	0.9533	0	0.290242	0	0	0
AGA	0.344909	0.418388	0.173444	0.366914	0.870745	0.622389	0.241561	0	0.289848
AGA-DT	0.0273689	0.0251451	0	0.0179169	0.023622	0.0327299	0.0294894	0	0.0141537
AGAP1	0.937865	0.939756	0.937287	0.851689	0.926919	0.80949	0.851823	1.46208	0.737371
AGAP1-IT1	1.80631	2.15741	0	0.878424	1.62139	0.802336	4.04823	0	0.607182
AGAP10P	0.046049	0.0687496	0	0.0559849	0	0.0511356	0.0645018	0	0.0386977
AGAP13P	0.0821236	0.0175154	0	0.0855799	0.0526543	0.104223	0	0	0.0985906
AGAP14P	0.0116997	0	0	0.085345	0	0.0259842	0.0655523	0	0.019664
AGAP2	0.0273348	0	0	0.0664655	0.0613408	0.0303542	0	0	0
AGAP2-AS1	0.482146	0.179957	0.969823	0.293089	1.62294	0.267702	0	0	1.01294
AGAP3	0.815162	0.672559	0.72491	0.594629	0.750963	0.714636	0.8173	0	0.540813
AGAP4	0.115575	0.106185	0.143063	0.108087	0.199506	0.0394899	0.0996241	0	0.179308
AGAP5	0.184407	0.137657	0.741859	0.672589	0	0.204777	0	0	0
AGAP6	0.188626	1.12645	0	1.14663	1.69315	2.09462	1.05685	0	0.634057
AGAP7P	0	0	0	0.0281251	0	0	0	0	0
AGAP9	0.0346255	0	0.0928644	0.0280644	0.0518011	0.0256335	0	0	0
AGBL1	0.0223167	0.0581131	0.0438456	0.0208222	0.0582325	0.0530216	0.0596112	0.160131	0.0846115
AGBL1-AS1	0	0	0	0.0284034	0	0	0	0	0.0196329
AGBL2	0.0315431	0.0605479	0.0725121	0.0438275	0.0808965	0.0400313	0.050495	0	0.0227208
AGBL3	0.0455124	0.0398319	0.0378815	0.0305283	0.0281745	0.041826	0.0439657	0	0.0474789
AGBL4	0.0184108	0.0181563	0.005436	0.0139638	0.0151614	0.017631	0.0179809	0	0.0144781
AGBL5	2.02628	3.79155	1.95639	4.27005	2.62721	2.0601	3.2293	0	2.0585
AGBL5-AS1	0.432026	0	0	0	0	0	0	0	0
AGER	0.224834	0.22378	0.602996	0.364461	0	0	0.419906	0	0.377883
AGFG1	1.39183	1.30663	1.38562	1.35234	1.17838	1.96881	1.56598	1.74215	1.50891
AGFG2	0.407252	0.659759	0.627454	0.568866	0.388892	0.596568	0.534035	0	0.61166
AGGF1	2.18168	1.53811	1.4628	0.88414	1.08796	1.61512	1.35819	0	1.73154
AGK	0.469179	0.447723	0.40863	0.423399	0.358191	0.424324	0.325207	0	0.426798
AGK-DT	0.00989119	0.00738361	0	0	0	0	0	0	0.0166243
AGKP1	0	0	0	0.484072	0	0	0	0	0
AGKP2	0	0.297457	0	0	0	0	0	0	0
AGL	0.535899	0.677774	0.521808	0.688878	0.796618	0.795986	0.860612	0	0.711378
AGMAT	0.395433	0.393579	0.454516	0.228931	0.422559	0.543664	0.633019	0	0.158241
AGMO	0.0118177	0.0114164	0.0223728	0.00845154	0.00623992	0.0123512	0.00778981	0	0.0233674
AGO1	0.749452	0.673817	1.23265	1.02694	0.650424	0.606935	0.649583	0	0.619371
AGO2	3.73847	3.30569	3.06608	3.06203	3.50907	2.75302	2.84682	4.0544	2.75701
AGO3	0.689855	0.680443	0.813313	0.8193	0.899395	1.02404	0.566363	0	1.12369
AGO4	0.221821	0.331171	0.365062	0.343233	0.18101	0.190341	0.367202	0	0.177936
AGPAT1	1.69216	1.76078	2.06286	2.43132	1.4959	1.70825	1.86746	15.8213	1.59439
AGPAT2	0.790412	0.603142	0.706619	0.726057	0.945989	0.507128	0.393653	0	0.20665
AGPAT3	0.509702	0.431733	0.55238	0.495743	0.532217	0.443562	0.641098	0	0.370639
AGPAT4	0.329796	0.442877	0.196556	0.27579	0.391577	0.383665	0.479062	1.07678	0.319673
AGPAT5	1.40056	1.15218	0.843241	1.32051	1.47526	1.32251	1.12103	0	1.03286
AGPAT5P1	0	0.368391	0	0	0	0	0	0	0
AGPS	1.49035	1.36777	1.5787	1.65581	1.65764	1.6758	1.22061	0	1.4937
AGR2	0.00604086	0.00901882	0	0.0146886	0	0	0	0	0
AGR3	0.02449	0	0	0	0	0	0	0	0
AGRN	5.11273	3.75401	4.49579	4.43265	3.73038	2.85426	4.1482	4.31009	2.94653
AGT	0.0125001	0.0559866	0	0.0303944	0	0	0	0	0.0210091
AGTPBP1	0.401292	0.457018	0.589868	0.472241	0.502214	0.585589	0.381939	0	0.546918
AGTR1	0.0611571	0.0083005	0.044733	0.0270374	0	0.0246955	0.0311506	0	0
AGTR2	0	0	0	0.144501	0.533437	0.131984	0	0	0
AGTRAP	0.577588	0.601619	0.864598	0.391933	0.361714	0.298321	1.35467	0	0.270911
AGXT	0.0215291	0	0	0	0	0	0	0	0
AGXT2	0.0150758	0.0150051	0	0	0	0	0	0	0
AHCTF1	1.1888	1.11585	1.02404	1.20497	1.50706	1.40131	0.880006	3.34211	1.26983
AHCTF1P1	0.0368625	0	0	0	0	0.0818687	0	0	0.123911
AHCY	1.92596	1.66215	2.02691	1.83765	1.64125	1.51604	1.73019	0	1.59801
AHCYL1	2.0062	2.70626	2.64702	2.58808	2.75043	2.69342	2.49387	7.96136	2.76471
AHCYL2	0.34435	0.318341	0.45355	0.372464	0.439994	0.424572	0.267775	0	0.467536
AHCYP4	0	0	0	0.46493	0	0	0	0	0
AHDC1	0.692915	0.751879	0.833394	0.668729	0.737394	0.634602	0.960576	2.20406	0.552283
AHI1	0.479662	0.611322	0.781275	0.534799	0.624831	0.800268	0.491615	0.721932	0.961515
AHI1-DT	0.0151798	0.0169972	0.0122135	0.014764	0.0204385	0.0219135	0.0170101	0	0.0229616
AHNAK	8.13169	6.39755	5.27635	5.20722	7.1833	4.16451	7.07297	10.1168	4.25375
AHNAK2	2.37801	2.04438	2.06579	1.79858	2.38697	1.6971	4.4869	11.3169	2.86657
AHR	0.214935	0.220849	0.269575	0.247477	0.306419	0.259737	0.152303	0.390098	0.235873
AHRR	3.39455	1.26699	7.80347	4.71655	1.63233	2.42326	5.43408	0	3.26016
AHSA1	4.34803	3.5408	4.41714	4.53865	4.63221	3.07256	2.82987	0	3.28483
AHSA2P	2.44399	3.62156	3.08168	2.48349	4.01101	2.75446	3.27006	0	3.6785
AHSG	0	0	0	0	0	0	0.170576	0	0
AICDA	0.0226767	0	0	0	0	0	0	0	0
AIDA	0.350472	0.357135	0.358078	0.365223	0.249676	0.296523	0.218184	0	0.327248
AIDAP2	0	0	0.24377	0.0736695	0	0	0	0	0
AIF1	0.139301	0	0	0	0	0	0	0	0
AIF1L	0.216782	0.309577	0.227505	0.297934	0.169207	0.209329	0.264045	0	0.221778
AIFM1	0.616182	0.637582	0.638124	0.593374	0.383336	0.487779	0.410186	0	0.502435
AIFM1P1	0	0	0	0.332093	0	0	0	0	0
AIFM2	0.644678	0.692123	0.58281	0.52839	0.942789	0.530885	0.608774	0	0.560024
AIFM3	0.0336937	0	0	0.0819274	0	0.0374155	0	0	0.0283148
AIG1	0.227943	0.321554	0.317701	0.220391	0.294021	0.312914	0.276546	0	0.330318
AIM2	0.00400438	0.014946	0	0.024342	0.00898605	0.0133401	0.0224361	0	0.0100954
AIMP1	0.96385	0.940883	1.49135	1.24393	0.89845	1.18558	0.581576	0	0.996901
AIMP2	3.11579	3.37838	2.80104	3.17437	3.35929	1.66233	2.43819	0	2.01864
AIP	0.669479	0.442407	0.0883043	0.587098	0.443316	0.414371	0.245968	0	0.405813
AIPL1	0.0787507	0.00904402	0.04874	0.0294593	0.0815635	0.0134538	0.0678818	0	0.0203628
AIRE	0.0196268	0.0293022	0	0.0477233	0	0	0	0	0
AIRN	0	0.0858231	0	0	0	0	0	0	0
AJAP1	0.021876	0.0163301	0.0146677	0.0354615	0.0327273	0.0121462	0.0204281	0	0.00919186
AJM1	0.874708	1.00911	1.5995	0.676736	1.42756	0.529816	1.11384	24.535	0.601421
AJUBA	4.23682	1.21643	1.31112	1.717	1.7065	0.844455	2.43471	0	0.547762
AJUBA-DT	0.122795	0.0687486	0	0.0746454	0.0688899	0.170449	0	0	0.103192
AK1	2.51658	2.77704	1.76071	3.7247	0.982146	3.40207	3.67829	0	2.94238
AK2	1.51557	1.1985	1.3085	1.48079	1.52192	1.24494	1.00813	0	1.20384
AK3	2.15156	2.09141	2.5531	2.3147	2.43148	2.40642	3.12215	0	3.18692
AK3P3	0.378673	0.565347	0	0	0	0	0	0	0
AK4	0.479493	0.315693	0.263587	0.499673	0.414364	0.390249	0.317046	0	0.215239
AK4P1	0	0	0	0	0	0	0	0	0.628867
AK4P3	0.0271291	0.0303771	0	0.0329827	0	0.0150629	0	0	0.0455964
AK5	0.0361931	0.0324211	0.0218404	0.0242013	0.0487316	0.0502388	0.0354875	0	0.0441021
AK6	1.5208	1.77316	1.86456	1.62002	1.49511	2.12305	1.05497	0	1.72837
AK7	0.0232575	0.0462968	0.0207919	0.0188505	0	0.0172177	0.0144788	0	0.0130298
AK8	0.0148701	0.0222006	0	0.0241048	0.0148308	0.0146779	0	0	0
AK9	0.0164784	0.0264942	0.0407949	0.0246571	0.00568899	0.0309669	0.0284082	0	0.00639129
AKAIN1	0.0092114	0.0275046	0.037057	0	0.0206709	0	0	0	0
AKAP1	1.38012	1.41852	1.67402	1.29848	1.49407	1.21682	1.08801	0	1.36379
AKAP1-DT	0.0380162	0.0851354	0	0	0	0	0.1065	0	0
