gene	Centro_apex_R1	Centro_apex_R2	Centro_apex_R3	NT_apex_R1	NT_apex_R2	NT_apex_R3	No_apex_R1	No_apex_R2	No_apex_R3
TXLNGY	1	1	0	0	0	1	1	0	0
TXN	507	300	51	229	101	203	62	1	230
TXN2	67	53	9	42	22	27	18	0	38
TXN2P1	0	0	0	1	1	1	1	0	1
TXNDC11	234	148	29	84	45	110	48	0	174
TXNDC12	111	74	16	49	27	50	23	0	69
TXNDC15	87	59	11	29	23	53	11	0	52
TXNDC16	90	68	15	46	21	51	18	0	91
TXNDC17	45	37	5	32	12	24	9	0	23
TXNDC2	0	0	1	1	0	0	0	0	0
TXNDC5	165	62	22	49	26	47	22	1	54
TXNDC8	2	0	0	0	0	0	0	0	0
TXNDC9	73	45	7	27	20	29	7	0	30
TXNIP	45	23	10	21	13	28	17	0	27
TXNL1	165	87	13	76	40	81	17	0	100
TXNL4A	199	104	18	80	36	84	27	0	124
TXNL4B	36	30	4	15	6	15	4	0	17
TXNP1	0	0	0	0	1	0	1	0	3
TXNP4	2	0	0	0	0	0	0	0	0
TXNP5	4	2	0	0	0	0	0	0	1
TXNP6	1	0	0	0	0	0	1	0	0
TXNRD1	2784	1349	246	996	454	1004	351	4	1210
TXNRD2	110	60	16	34	23	43	22	0	69
TXNRD3	40	29	4	18	15	15	6	0	27
TYK2	105	76	18	32	29	39	24	1	70
TYMP	53	27	4	14	9	13	6	1	7
TYMS	175	135	28	74	54	73	32	0	123
TYMSOS	7	5	0	3	2	5	5	0	5
TYMSP2	0	0	0	0	0	0	0	0	1
TYR	2	0	2	0	0	1	1	0	0
TYRO3	49	31	8	26	13	18	13	0	26
TYRO3P	6	6	1	2	0	3	1	1	2
TYRP1	0	4	1	2	3	5	2	0	5
TYSND1	40	21	10	13	10	32	10	0	17
TYW1	210	164	31	108	68	138	48	1	163
TYW1B	154	88	26	70	27	78	27	0	129
TYW3	236	139	19	94	44	90	31	1	93
TYW5	64	39	5	20	17	31	15	0	46
U1	4	7	1	1	1	3	2	0	0
U2	211	189	10	108	40	32	33	0	55
U2AF1	7	5	1	1	2	1	5	0	8
U2AF1L4	1	1	0	4	1	0	1	0	1
U2AF2	560	366	72	237	112	210	84	1	260
U2SURP	632	330	59	240	130	241	62	1	335
U3	68	30	4	17	14	16	12	0	17
U4	14	5	0	8	3	4	3	0	6
U6	82	53	2	36	9	7	10	0	11
U7	0	0	0	0	0	0	0	0	1
U8	1010	826	42	281	197	152	166	0	160
UACA	107	77	16	38	26	73	18	0	82
UAP1	260	121	20	85	44	112	18	0	97
UAP1-DT	2	1	0	0	0	1	0	0	1
UAP1L1	77	17	5	23	5	15	7	0	12
UBA1	522	317	74	204	116	207	89	2	294
UBA2	442	289	57	184	107	213	66	1	287
UBA3	114	88	13	47	26	55	21	0	73
UBA5	133	81	15	50	33	61	19	0	82
UBA52	376	177	25	153	61	143	33	1	163
UBA52P3	0	1	0	1	0	0	0	0	0
UBA52P6	3	4	0	2	0	1	0	0	3
UBA52P7	1	0	0	0	0	0	1	0	0
UBA6	412	180	26	136	57	145	40	0	167
UBA6-DT	165	131	20	67	42	97	26	0	134
UBA7	2	0	0	1	0	1	1	0	0
UBAC1	92	66	8	40	22	23	16	1	53
UBAC2	835	493	105	319	162	417	135	0	446
UBAC2-AS1	10	8	4	7	3	10	7	0	9
UBALD1	166	124	28	51	42	58	41	1	90
UBALD2	58	44	6	16	13	19	11	0	27
UBAP1	453	393	66	217	125	305	100	1	466
UBAP1L	47	28	4	14	15	16	6	0	20
UBAP2	926	680	131	415	256	522	128	2	903
UBAP2L	578	418	82	279	157	298	91	2	395
UBASH3A	1	1	0	1	0	0	2	0	0
UBASH3B	258	49	13	80	29	30	6	0	23
UBB	394	237	44	186	76	135	71	0	172
UBBP1	1	0	0	0	0	0	0	0	0
UBBP2	1	0	0	0	0	1	0	0	0
UBBP3	0	0	0	0	0	1	0	0	0
UBBP4	3	5	2	1	0	1	0	0	3
UBC	416	188	23	131	59	86	41	1	125
UBDP1	0	1	0	0	0	0	0	0	0
UBE2A	133	68	9	61	33	50	13	0	72
UBE2B	162	111	22	76	41	91	32	0	142
UBE2C	115	73	16	69	27	61	21	0	62
UBE2CP1	1	0	0	0	0	0	0	0	0
UBE2CP5	9	7	1	5	0	7	0	0	6
UBE2D1	62	40	5	20	16	36	13	0	39
UBE2D2	320	210	40	154	66	177	63	1	246
UBE2D3	589	347	51	243	137	293	102	0	403
UBE2D3-AS1	15	23	6	7	5	8	4	0	16
UBE2D3P1	1	1	0	1	0	1	0	0	0
UBE2D3P2	1	1	0	0	0	0	0	0	0
UBE2D4	42	13	1	8	9	10	4	0	16
UBE2E1	467	279	46	176	101	222	71	0	189
UBE2E1-AS1	2	1	0	0	0	0	0	0	0
UBE2E2	1767	1121	236	707	452	945	292	3	1085
UBE2E2-DT	0	0	0	0	0	0	1	0	0
UBE2E3	361	227	46	162	87	210	49	1	204
UBE2E4P	0	0	0	1	0	0	0	0	0
UBE2F	21	19	3	13	3	6	1	0	11
UBE2F-SCLY	159	80	12	58	25	52	18	0	92
UBE2FP1	5	2	0	1	0	0	1	0	0
UBE2FP2	0	1	0	0	0	0	0	0	0
UBE2G1	317	232	46	163	89	155	53	0	262
UBE2G2	258	188	30	111	65	129	37	0	184
UBE2H	705	435	97	281	138	332	123	0	361
UBE2H-DT	3	5	0	1	0	1	1	0	0
UBE2I	314	192	34	147	55	88	40	0	125
UBE2J1	85	37	9	43	17	41	7	0	40
UBE2J2	199	125	16	63	39	58	30	0	63
UBE2K	576	347	80	240	130	344	63	0	432
UBE2L3	184	140	21	89	40	92	32	0	133
UBE2L4	0	0	0	2	0	0	0	0	0
UBE2L5	0	1	0	2	1	0	0	0	0
UBE2L6	3	1	2	2	0	0	1	0	2
UBE2M	135	69	19	47	27	52	25	0	52
UBE2MP1	1	0	0	0	0	0	0	0	0
UBE2N	213	156	33	83	76	118	34	2	140
UBE2O	260	168	39	87	43	97	34	1	135
UBE2Q1	102	58	8	59	12	36	14	0	42
UBE2Q2	147	78	15	54	25	59	19	0	86
UBE2Q2P1	18	21	3	8	5	10	4	0	10
UBE2Q2P13	0	1	0	0	0	1	0	0	0
UBE2Q2P2	109	83	17	42	18	54	17	1	80
UBE2QL1	2	1	0	1	1	1	1	0	0
UBE2R2	588	374	64	250	108	247	127	0	377
UBE2R2-AS1	28	8	1	7	4	4	1	0	9
UBE2S	192	106	18	67	34	43	21	0	58
UBE2T	77	58	9	42	19	36	17	0	55
UBE2U	3	2	0	1	0	0	1	0	2
UBE2V1	6	6	2	2	1	2	1	0	3
UBE2V1P1	2	1	0	0	0	0	0	0	1
UBE2V1P12	0	0	0	1	0	0	0	0	0
UBE2V1P3	0	0	0	0	1	0	0	0	0
UBE2V2	186	170	43	113	54	136	35	0	209
UBE2V2P3	0	0	0	0	0	0	1	0	0
UBE2W	43	31	5	16	8	18	4	0	30
UBE2Z	250	183	33	124	53	122	46	3	173
UBE3A	400	254	55	187	93	240	59	0	321
UBE3B	92	74	11	35	22	39	15	0	68
UBE3C	711	473	82	321	183	310	107	3	375
UBE3D	191	129	23	97	36	111	33	0	118
UBE4A	146	103	13	75	29	77	28	1	70
UBE4B	522	360	73	234	123	269	112	1	331
UBFD1	236	151	25	73	55	95	38	0	98
UBIAD1	86	58	10	39	17	37	13	0	43
UBL3	84	61	9	37	31	48	14	0	80
UBL4A	55	22	10	19	15	20	11	0	15
UBL5	42	32	6	21	8	16	13	0	23
UBL7	49	18	7	18	12	23	10	0	17
UBL7-DT	24	19	5	17	8	18	5	1	26
UBLCP1	81	57	11	38	28	48	17	0	48
UBN1	212	151	21	85	49	90	36	0	132
UBN2	203	156	35	110	49	103	27	0	160
UBOX5	28	19	3	8	11	15	4	0	10
UBOX5-AS1	2	1	1	2	0	0	0	0	0
UBP1	350	182	52	124	72	170	46	0	241
UBQLN1	472	316	53	205	90	234	65	1	263
UBQLN1-AS1	4	4	0	0	1	0	0	0	2
UBQLN2	84	47	8	39	22	36	12	0	36
UBQLN4	74	41	7	24	18	30	13	1	42
UBQLN4P1	1	0	0	0	0	0	0	0	0
UBQLNL	0	0	0	0	0	0	0	0	1
UBR1	367	272	48	149	99	216	52	2	274
UBR2	224	150	33	92	51	96	47	2	144
UBR3	329	249	56	138	87	192	74	0	288
UBR4	1290	705	137	508	264	512	190	1	691
UBR5	802	553	106	342	178	447	147	3	547
UBR5-DT	3	1	0	1	2	0	0	0	2
UBR7	56	26	5	40	11	25	11	0	19
UBTD1	26	18	5	15	8	8	6	1	17
UBTD2	132	81	18	59	32	68	18	0	71
UBTF	242	121	21	102	53	60	28	0	85
UBTFL6	2	0	0	0	0	0	0	0	0
UBXN1	86	56	11	31	18	36	16	0	39
UBXN11	59	40	5	22	15	29	15	0	45
UBXN2A	73	45	6	28	15	35	9	1	32
UBXN2B	69	36	14	35	21	42	12	0	64
UBXN4	235	137	29	92	52	118	36	1	166
UBXN6	55	39	9	33	12	30	14	0	31
UBXN7	198	144	38	79	59	105	38	0	215
UBXN7-AS1	3	0	0	1	0	0	0	0	0
UBXN8	40	21	1	12	7	8	8	0	14
UCA1	0	0	0	0	0	0	1	0	0
UCHL1	5	0	0	3	0	4	1	0	3
UCHL1-DT	1	0	0	0	1	0	0	0	1
UCHL3	42	28	6	19	6	18	5	1	21
UCHL5	257	162	31	123	69	140	34	0	162
UCK1	38	22	6	12	5	10	8	0	14
UCK2	781	405	70	281	144	250	102	1	364
UCKL1	158	88	17	54	30	44	41	0	65
UCKL1-AS1	6	1	0	0	1	1	0	0	2
UCMA	0	1	0	0	0	0	0	0	0
UCN	0	2	1	0	0	0	0	0	1
UCN2	44	14	3	6	7	9	2	0	5
UCN3	2	0	0	0	0	0	0	0	0
UCP1	4	0	0	1	2	0	0	0	0
UCP2	51	31	5	23	8	22	10	0	36
UCP3	5	13	0	4	0	4	1	0	4
UEVLD	52	58	7	21	20	24	8	0	44
UFC1	38	33	6	28	8	25	4	0	27
UFD1	100	94	15	45	24	52	15	0	65
UFD1-AS1	2	4	0	3	0	2	2	0	3
UFL1	83	50	8	43	15	40	12	0	62
UFL1-AS1	16	11	4	8	2	7	3	0	13
UFM1	116	52	11	34	26	68	18	0	75
UFSP1	7	3	1	2	0	1	1	0	0
UFSP2	22	13	0	6	3	13	3	0	11
UGCG	144	95	11	55	32	57	11	0	84
UGDH	240	95	20	80	36	56	20	0	68
UGDH-AS1	19	16	3	10	4	9	5	0	16
UGGT1	431	318	53	155	94	170	76	0	209
UGGT2	1303	1068	192	538	361	909	228	2	1190
UGP2	698	281	12	149	30	62	147	0	234
UGT1A1	0	0	0	0	0	0	0	0	1
UGT1A8	7	5	1	4	1	3	1	0	4
UGT2A1	0	1	0	2	0	1	1	0	3
UGT2B11	0	0	0	0	0	1	0	0	0
UGT2B15	0	1	0	0	0	0	0	0	0
UGT2B17	3	0	0	0	0	0	1	0	2
UGT2B24P	1	0	0	0	0	0	0	0	0
UGT2B27P	0	0	0	1	0	0	0	0	0
UGT2B28	0	0	1	0	0	0	0	0	0
UGT2B4	3	0	0	0	1	2	1	0	1
UGT2B7	2	2	0	0	0	0	1	0	1
UGT3A1	1	1	0	1	0	1	2	0	1
UGT3A2	2	0	0	0	0	0	0	0	0
UGT8	182	104	24	70	43	95	36	0	98
UHMK1	297	165	31	148	75	130	41	1	168
UHRF1	332	212	30	127	69	132	45	1	208
UHRF1BP1L-DT	3	0	0	1	0	0	0	0	0
UHRF2	612	356	70	205	118	287	104	0	404
UHRF2P1	1	0	0	0	0	0	0	0	0
UICLM	1	1	0	0	0	1	2	0	1
UIMC1	279	182	45	121	57	121	51	1	169
ULBP1	10	6	1	5	1	2	0	0	1
ULBP2	10	1	2	1	0	4	1	0	0
ULBP3	14	8	2	8	1	5	1	0	8
ULK1	146	119	28	55	40	36	39	2	111
ULK2	17	12	1	11	6	14	5	0	22
ULK3	58	24	7	20	10	22	18	0	21
ULK4	287	199	48	109	58	155	39	0	188
ULK4P1	1	0	0	0	0	1	1	0	0
ULK4P2	0	1	0	0	0	1	0	0	2
UMAD1	18	15	2	13	7	6	3	0	12
UMOD	8	1	0	2	0	1	1	0	1
UMODL1	4	5	1	0	1	1	1	0	1
UMPS	158	103	10	70	20	62	8	0	57
UNC119	18	13	0	12	4	6	0	0	9
UNC119B	58	38	5	8	13	24	12	0	27
UNC13A	20	17	12	21	11	23	8	0	6
UNC13B	351	255	55	147	88	214	69	0	287
UNC13C	14	8	2	5	2	5	1	0	5
UNC13D	153	63	10	66	26	36	18	1	52
UNC45A	90	51	15	42	11	24	13	0	42
UNC45B	7	3	0	0	0	2	0	0	1
UNC50	69	51	6	25	17	39	11	0	38
UNC5A	12	3	0	1	2	0	1	0	2
UNC5B	30	13	0	5	2	3	5	0	10
UNC5B-AS1	0	1	0	2	1	2	0	0	0
UNC5C	23	25	1	11	10	25	7	0	29
UNC5CL	0	0	0	0	0	3	0	0	1
UNC5D	28	16	3	9	6	10	4	1	15
UNC79	9	5	1	6	2	2	3	0	7
UNC80	7	8	0	3	3	3	0	0	4
UNC93A	4	0	1	2	0	2	0	0	1
UNC93B1	47	25	5	22	8	18	12	0	16
UNC93B4	0	0	0	0	0	0	1	0	1
UNC93B6	0	1	0	0	0	0	0	0	0
UNCX	3	0	0	3	0	2	0	0	0
UNG	113	59	14	47	22	47	21	0	74
UNK	204	168	27	81	67	108	42	0	153
UNKL	314	239	38	125	74	118	58	1	200
UOX	1	1	0	0	0	0	0	0	0
UPB1	3	2	0	1	2	1	2	0	1
UPF1	311	170	31	106	76	97	48	1	153
UPF2	239	157	35	104	65	133	54	0	195
UPF3A	168	127	15	70	33	83	34	1	128
UPF3AP2	0	0	0	0	0	1	0	0	0
UPF3B	57	38	9	22	21	32	6	0	44
UPK1A	3	3	0	0	0	1	1	0	0
UPK1B	0	0	0	0	0	2	1	0	1
UPK2	2	2	0	0	1	3	3	0	0
UPK3A	0	0	0	0	0	0	0	0	1
UPK3B	2	0	0	0	0	1	0	0	0
UPK3BL2	0	3	1	0	1	1	1	0	2
UPP1	97	18	4	24	8	15	5	0	16
UPP2	10	13	1	9	2	10	1	0	7
UPRT	29	13	6	9	10	13	6	1	17
UQCC1	377	263	54	140	83	199	59	0	236
UQCC2	109	58	13	37	31	37	17	1	54
UQCC3	35	15	4	12	4	9	3	0	15
UQCR10	36	44	2	22	12	27	8	0	24
UQCR11	12	23	0	14	0	5	3	0	7
UQCRB	133	94	12	67	32	62	16	0	79
UQCRB-AS1	0	0	0	1	0	1	0	0	1
UQCRBP1	1	0	0	0	0	0	0	0	0
UQCRBP2	0	0	0	1	0	0	0	0	0
UQCRC1	216	120	22	68	45	72	34	0	99
UQCRC2	232	164	32	100	62	123	48	1	161
UQCRFS1	50	43	3	27	13	23	11	0	33
UQCRFS1-DT	1	0	0	1	0	0	0	0	0
UQCRFS1P1	2	1	0	1	0	1	0	0	0
UQCRFS1P3	0	0	0	1	0	0	0	0	0
UQCRH	146	102	15	82	30	70	27	0	105
UQCRHL	4	3	1	5	0	1	0	0	1
UQCRHP3	0	0	0	1	0	0	0	0	0
UQCRQ	92	67	9	59	22	46	19	1	55
URAD	2	0	0	0	0	0	0	0	0
URAHP	4	4	0	1	0	1	1	0	1
URB1	1214	1068	123	475	351	404	242	0	610
URB1-AS1	5	4	1	3	0	2	0	0	4
URB2	203	119	30	81	48	91	30	0	103
URGCP	128	88	14	45	28	44	26	0	80
URGCP-MRPS24	32	18	4	17	6	8	7	0	15
URI1	387	254	42	176	77	219	64	2	269
URM1	167	88	17	61	31	42	30	0	56
UROC1	1	1	0	1	0	1	1	0	2
UROD	75	34	8	24	12	15	8	0	25
UROS	74	58	12	36	18	37	11	0	47
USB1	72	38	7	26	10	21	9	0	27
USE1	28	17	5	4	3	7	0	0	11
USF1	43	13	4	13	6	7	5	0	9
USF2	103	60	16	48	23	30	13	0	28
USF3	76	50	7	40	18	37	9	0	47
USH1C	64	143	18	42	38	56	45	0	129
USH1G	1	0	0	0	1	0	0	0	1
USH2A	33	6	4	7	3	7	4	0	7
USH2A-AS2	0	0	0	1	0	0	0	0	0
USHBP1	6	0	0	0	1	0	1	0	1
USO1	177	150	17	93	39	111	38	0	162
USP1	291	171	40	109	68	134	44	1	163
USP10	553	306	73	209	108	236	72	0	263
USP11	117	83	24	58	26	58	16	0	76
USP12	160	69	18	62	35	74	16	1	102
USP12-DT	2	0	0	1	0	0	0	0	1
USP12P1	0	1	0	0	0	0	0	0	0
USP13	164	116	15	59	39	81	29	0	96
USP14	363	217	44	137	69	169	51	0	243
USP15	359	227	59	145	68	210	57	1	253
USP16	157	69	16	63	29	81	15	1	78
USP17L7	2	0	0	1	0	1	1	0	1
USP18	2	1	0	0	0	1	0	0	1
USP19	116	73	10	46	19	45	25	0	48
USP2	31	15	3	18	7	6	8	0	10
USP2-AS1	69	44	10	19	17	36	29	0	35
USP20	69	51	7	31	17	29	20	0	50
USP21	53	30	5	18	18	14	11	0	27
USP21P1	0	0	0	0	0	0	1	0	0
USP22	668	438	73	246	123	287	121	1	376
USP24	620	336	69	228	111	280	85	0	322
USP25	422	289	64	186	97	278	77	0	332
USP26	0	0	0	2	0	2	0	0	1
USP27X	5	0	1	1	0	1	0	0	2
USP27X-DT	1	0	0	0	0	0	0	0	0
USP28	58	37	5	16	16	28	10	0	40
USP29	2	1	0	2	0	0	0	0	0
USP3	319	168	35	104	59	164	55	0	165
USP3-AS1	27	12	3	10	15	11	3	0	22
USP30	10	11	5	5	4	6	2	0	11
USP31	274	136	23	99	47	114	40	1	112
USP32	419	344	41	177	129	239	85	1	315
USP32P4	0	0	0	0	0	0	0	0	1
USP33	276	194	31	119	55	149	52	1	185
USP34	938	684	121	417	238	576	166	1	778
USP34-DT	15	10	1	7	3	4	5	0	7
USP35	40	20	3	6	6	12	12	0	11
USP36	545	364	69	197	120	198	92	2	300
USP37	230	189	41	105	79	186	52	0	264
USP38	96	65	11	37	24	50	7	1	59
USP38-DT	8	7	1	3	1	2	3	0	12
USP39	108	67	13	50	25	42	8	0	58
USP4	170	119	16	57	40	65	31	2	108
USP40	178	112	20	81	40	91	37	3	127
USP42	100	59	15	42	19	46	15	0	73
USP43	37	18	8	7	11	16	6	1	12
USP44	1	0	0	1	1	0	1	0	1
USP45	118	77	13	53	31	80	15	0	82
USP46	55	44	6	18	12	21	11	0	29
USP46-DT	2	0	0	0	2	2	0	0	2
USP47	486	312	57	187	108	277	87	0	339
USP48	400	284	57	166	107	218	98	0	356
USP49	16	11	2	3	2	6	4	0	10
USP5	150	73	17	52	22	43	24	0	49
USP50	1	2	0	2	1	3	0	0	2
USP51	1	0	0	0	2	0	0	0	0
USP53	475	241	44	184	97	170	85	0	296
USP54	103	73	12	47	28	82	27	0	79
USP6	3	2	0	0	0	2	0	0	2
USP6NL	173	112	16	62	38	95	28	1	116
USP6NL-AS1	1	1	1	0	0	0	0	0	1
USP7	526	295	37	196	106	167	79	0	214
USP7-AS1	3	1	0	0	0	0	0	0	0
USP8	231	156	37	95	64	142	37	1	170
USP8P1	0	0	0	0	1	1	0	0	0
USP9X	796	556	88	358	187	402	182	0	521
USP9Y	11	6	3	6	5	12	3	0	8
USP9YP4	1	0	0	0	0	0	0	0	0
USPL1	203	97	25	51	31	87	24	1	119
UST	697	679	129	294	203	446	206	1	839
UST-AS2	1	0	0	0	0	1	0	0	0
UTF1	1	0	0	0	0	0	0	0	0
UTP11	169	96	17	87	36	64	20	1	86
UTP14A	155	71	8	49	20	47	23	0	62
UTP14C	11	7	2	6	3	9	1	0	12
UTP15	122	72	14	40	21	46	12	0	35
UTP18	213	126	14	74	46	96	26	0	120
UTP20	416	195	31	162	93	185	33	2	162
UTP23	66	47	4	24	24	26	8	0	44
UTP25	169	91	14	53	25	51	17	0	75
UTP3	51	30	2	26	11	15	6	0	27
UTP4	224	133	27	98	50	112	31	0	97
UTP6	211	106	15	72	46	92	23	0	101
UTRN	355	243	49	128	81	256	89	1	312
UTS2	1	8	0	0	2	3	1	0	4
UTS2B	8	3	1	4	1	4	1	0	6
UTY	9	5	2	6	2	4	2	0	5
UVRAG	408	261	43	153	92	221	77	1	275
UVRAG-DT	2	0	0	0	0	0	0	0	0
UVSSA	105	73	16	45	20	39	25	0	51
UXS1	122	68	20	55	36	31	22	0	69
UXT	69	36	7	26	10	36	15	1	32
UXT-AS1	4	3	0	2	1	4	2	0	1
VAC14	324	209	36	114	77	98	56	0	120
VAC14-AS1	1	1	1	0	0	0	0	0	2
VAMP1	39	19	4	11	9	8	5	0	28
VAMP2	38	21	2	13	7	14	7	0	20
VAMP3	100	56	13	52	24	37	13	0	50
VAMP4	47	25	1	16	3	19	6	0	10
VAMP5	0	1	0	0	0	0	0	0	0
VAMP7	104	73	18	40	29	60	19	0	71
VAMP8	13	8	0	10	3	9	6	0	14
VAMP9P	1	0	0	0	0	0	1	0	1
VANGL1	137	83	17	55	35	53	24	0	64
VANGL2	1	1	0	0	0	0	1	0	1
VAPA	479	303	59	203	102	268	90	1	307
VAPB	398	299	52	142	109	221	56	1	290
VARS1	169	129	25	61	37	68	34	0	95
VARS2	17	8	3	12	7	8	5	0	8
VASH1	8	4	0	5	4	5	2	0	6
VASH1-AS1	5	4	2	4	4	3	4	0	0
VASH1-DT	1	0	0	0	0	1	1	0	0
VASH2	46	43	10	17	15	29	8	0	33
VASN	255	82	18	61	32	47	28	0	74
VASP	220	139	23	86	45	81	28	1	84
VAT1	94	54	10	37	20	46	16	0	52
VAT1L	6	8	0	1	1	3	1	0	2
VAV1	4	2	0	1	0	1	1	0	2
VAV2	1016	645	92	330	224	296	157	2	378
VAV3	363	391	98	183	118	343	156	0	561
VAV3-AS1	5	3	2	4	2	3	4	0	13
VAX1	4	0	0	0	0	0	0	0	0
VAX2	2	1	0	1	0	1	0	0	0
VBP1	121	63	10	53	31	65	13	0	56
VCAM1	3	0	0	0	1	0	0	0	0
VCAN	20	6	0	5	3	3	3	0	4
VCAN-AS1	3	1	0	1	0	1	2	0	1
VCL	1772	1756	367	820	606	1437	407	5	2151
VCP	1096	604	106	386	207	375	186	3	464
VCPIP1	140	57	5	50	27	55	10	0	75
VCPKMT	28	25	3	12	8	20	8	0	21
VDAC1	467	299	58	232	97	158	66	1	202
VDAC1P1	0	0	1	1	1	1	0	0	2
VDAC1P11	1	0	0	0	0	0	0	0	0
VDAC1P13	2	1	0	0	0	0	0	0	1
VDAC1P2	2	0	0	0	0	1	0	0	1
VDAC1P7	1	0	0	1	0	0	0	0	0
VDAC1P8	1	1	1	0	1	0	0	0	0
VDAC2	139	88	17	61	30	69	18	0	97
VDAC2P5	5	4	1	1	0	1	1	0	0
VDAC3	83	53	12	41	18	35	14	0	52
VDAC3P1	0	1	0	0	0	0	0	0	0
VDR	91	61	9	28	33	30	13	0	33
VEGFA	249	146	21	75	48	78	21	1	96
VEGFB	65	46	10	26	16	21	11	1	27
VEGFC	157	54	16	38	20	65	8	0	54
VEGFD	20	16	2	10	5	19	5	0	30
VENTXP1	269	212	47	105	83	211	96	0	367
VENTXP4	1	0	0	0	0	0	0	0	0
VEPH1	15	6	0	6	3	5	1	0	8
VEZF1	142	91	15	63	34	67	23	0	92
VEZT	137	79	25	61	32	81	15	1	108
VGF	7	6	0	1	0	0	1	0	0
VGLL1	2	0	0	0	0	0	0	0	0
VGLL2	2	0	0	0	0	0	0	0	1
VGLL3	94	44	11	31	16	39	8	0	38
VGLL4	377	226	38	135	68	138	96	1	177
VHL	141	97	13	60	26	66	20	0	80
VHLL	0	0	0	0	0	0	0	0	1
VIL1	1	1	0	1	0	0	0	0	0
VILL	1	0	0	1	0	1	1	0	0
VIM	1651	603	150	592	195	400	147	2	470
VIM-AS1	30	19	2	7	4	14	3	0	11
VINAC1P	1	0	0	1	1	0	0	0	1
VIP	6	8	0	2	2	9	2	0	9
VIPAS39	28	23	3	15	5	13	4	0	21
VIPR1	46	19	3	13	10	16	9	0	12
VIPR1-AS1	1	0	0	0	0	0	0	0	1
VIPR2	110	114	17	32	25	65	52	0	107
VIRMA	224	116	24	84	50	95	33	0	113
VIRMA-DT	2	2	0	3	1	2	0	0	5
VIT	6	7	2	5	3	3	3	0	8
VKORC1	58	39	4	24	12	26	11	0	17
VKORC1L1	438	297	47	185	112	247	63	0	276
VLDLR	44	16	2	10	9	12	3	1	7
VLDLR-AS1	16	14	2	6	4	5	1	0	8
VMA21	177	112	24	93	30	115	22	1	99
VMAC	2	0	1	1	1	0	0	0	0
VMP1	2230	1303	179	1393	342	676	227	2	749
VN1R18P	0	0	0	1	0	0	0	0	0
VN1R79P	0	0	0	1	0	0	0	0	0
VN1R83P	0	1	0	2	0	1	0	0	1
VN1R84P	0	0	0	0	0	1	0	0	0
VN1R85P	0	0	0	0	0	0	0	0	1
VN1R92P	0	0	0	0	0	0	0	0	1
VN2R19P	1	0	0	0	0	0	0	0	0
VN2R1P	2	1	1	0	0	0	0	0	1
VNN1	1	0	0	0	0	0	0	0	0
VNN2	1	0	0	0	0	0	0	0	1
VNN3P	1	0	0	0	1	1	0	0	1
VOPP1	283	189	33	94	60	90	59	0	124
VOPP1-DT	1	2	1	1	0	1	1	0	2
VPREB3	0	0	1	0	0	0	0	0	0
VPS11	27	14	5	11	7	11	6	0	24
VPS11-DT	0	0	0	0	0	1	0	0	0
VPS13A	773	517	99	290	181	435	131	2	530
VPS13A-AS1	4	1	0	1	0	0	0	0	0
VPS13B	964	637	140	421	213	565	182	2	791
VPS13B-DT	19	24	3	9	8	13	4	0	24
VPS13C	345	250	54	138	82	191	64	0	218
VPS13C-DT	0	1	0	0	0	0	0	0	0
VPS13D	469	301	64	169	116	247	83	0	300
VPS16	24	17	4	9	5	7	3	1	21
VPS18	43	18	6	11	9	12	4	0	15
VPS25	60	30	11	20	10	12	7	0	18
VPS26A	207	93	9	54	38	82	14	0	100
VPS26AP1	0	0	0	0	0	1	0	0	0
VPS26B	51	24	7	17	13	17	7	1	21
VPS26BP1	5	2	0	2	0	3	0	0	3
VPS26C	113	85	8	47	33	62	22	0	82
VPS28	44	30	5	8	9	22	12	0	23
VPS29	83	53	9	39	25	46	16	0	51
VPS33A	19	7	1	12	5	8	1	0	6
VPS33B	3	0	0	0	1	0	1	0	1
VPS33B-DT	0	1	0	1	0	1	0	0	0
VPS35	210	118	17	66	44	84	27	0	101
VPS35L	242	155	39	113	66	125	51	0	160
VPS35P1	2	0	0	1	0	0	0	0	0
VPS36	143	100	18	50	33	83	21	0	100
VPS37A	102	95	10	41	34	72	21	1	97
VPS37B	90	61	12	38	13	47	18	0	50
VPS37C	90	60	13	33	26	44	14	0	40
VPS39	123	79	28	53	39	64	30	0	101
VPS39-DT	2	0	0	0	1	0	0	0	0
VPS41	200	166	31	104	49	126	31	0	156
VPS45	133	80	19	62	36	83	36	0	114
VPS4A	16	15	6	3	3	8	3	0	6
VPS4B	147	91	22	57	20	70	25	0	74
VPS50	205	139	23	64	69	105	35	0	151
VPS51	154	84	18	55	33	68	29	0	73
VPS52	62	53	22	41	17	26	13	1	46
VPS53	437	253	40	163	102	195	67	0	259
VPS54	118	68	13	52	40	63	17	0	64
VPS72	58	41	11	29	12	32	10	0	34
VPS8	219	180	39	94	60	140	35	0	196
VPS9D1	16	8	2	5	2	7	7	0	5
VPS9D1-AS1	59	28	5	26	16	23	7	0	27
VRK1	350	303	59	151	100	197	64	0	318
VRK2	174	94	17	66	33	89	30	0	98
VRK3	79	77	10	33	29	43	20	0	57
VRTN	2	3	0	0	1	2	2	0	0
VSIG1	0	0	0	0	0	1	0	0	0
VSIG10	47	28	2	13	9	11	12	0	18
VSIG10L	9	2	1	6	1	2	1	0	9
VSIG10L-AS1	9	4	1	1	2	3	0	0	0
