gene	Centro_apex_R1	Centro_apex_R2	Centro_apex_R3	NT_apex_R1	NT_apex_R2	NT_apex_R3	No_apex_R1	No_apex_R2	No_apex_R3
ID4	1	0	0	0	0	0	0	0	0
IDE	220	150	35	107	56	118	35	0	168
IDH1	144	117	20	71	40	65	30	0	116
IDH2	14	5	2	3	4	1	4	0	20
IDH2-DT	3	0	1	2	1	0	1	0	1
IDH3A	148	76	14	54	32	42	19	0	77
IDH3B	45	27	1	22	6	15	8	0	11
IDH3B-DT	0	2	0	2	1	0	0	0	1
IDH3G	88	51	10	22	26	31	17	0	29
IDI1	153	124	19	61	42	95	38	1	114
IDI1P1	2	0	0	0	0	0	0	0	0
IDI2	3	0	0	0	0	0	0	0	0
IDI2-AS1	16	27	3	9	9	19	5	0	19
IDNK	11	1	0	4	5	1	1	0	9
IDO1	1	0	0	0	0	1	0	0	0
IDO2	2	0	0	2	0	0	0	0	1
IDS	49	26	5	26	7	19	4	1	18
IDUA	49	29	9	12	11	12	13	0	22
IER2	373	162	37	120	56	87	63	0	142
IER3	257	101	14	70	29	36	14	0	45
IER3-AS1	1	1	0	0	0	0	0	0	0
IER3IP1	36	23	1	14	8	24	5	0	15
IER5	156	39	7	33	11	16	11	0	22
IER5L	193	57	13	57	25	34	10	0	33
IFFO1	9	11	0	0	2	7	0	0	4
IFFO2	67	53	9	14	15	19	19	0	34
IFI16	87	37	6	28	6	22	10	0	23
IFI27	7	2	0	4	0	2	0	0	2
IFI27L1	27	22	4	10	5	15	11	0	15
IFI27L2	6	4	0	1	0	1	3	0	4
IFI30	42	28	5	13	12	11	7	0	24
IFI35	11	7	2	5	3	3	1	0	4
IFI44	129	80	17	62	34	73	3	0	15
IFI44L	76	47	9	33	14	24	14	0	50
IFI6	57	36	6	10	4	8	6	0	8
IFIH1	18	6	1	7	6	4	3	0	3
IFIT1	26	20	6	22	6	7	2	0	5
IFIT1B	0	0	0	0	0	0	0	0	1
IFIT1P1	2	0	0	0	1	0	0	0	0
IFIT2	75	30	1	25	9	8	4	0	7
IFIT3	39	13	1	14	4	4	1	0	2
IFIT5	31	16	0	14	7	7	2	0	15
IFITM1	5	6	0	2	4	5	2	0	4
IFITM10	0	1	0	0	0	0	0	0	0
IFITM2	43	18	6	17	7	16	8	0	14
IFITM3	140	87	12	64	25	51	22	0	64
IFITM3P1	0	0	0	1	0	0	0	0	0
IFITM3P3	0	0	0	1	0	0	1	0	1
IFITM3P8	0	1	0	0	0	0	0	0	0
IFITM5	1	0	0	0	0	0	1	0	0
IFNAR1	97	51	14	40	26	55	19	1	55
IFNAR2	10	7	2	4	2	7	4	0	9
IFNE	12	12	3	4	11	11	0	0	16
IFNG-AS1	8	4	2	5	1	2	2	0	3
IFNGR1	69	40	6	22	15	32	13	0	31
IFNGR2	68	34	5	28	15	27	15	0	25
IFNL1	1	0	0	0	0	0	0	0	0
IFNL3P1	0	0	0	0	0	0	1	0	0
IFNL4	0	1	0	1	0	0	0	0	0
IFNL4P1	1	0	0	0	0	0	0	0	0
IFNLR1	9	15	0	4	4	7	4	0	10
IFRD1	574	332	68	210	146	271	77	0	277
IFRD2	160	83	15	58	22	38	20	0	54
IFT122	128	96	20	46	30	62	27	0	84
IFT140	131	138	27	54	30	65	25	0	119
IFT172	84	78	15	27	18	34	29	0	41
IFT20	16	16	2	19	4	10	9	0	18
IFT22	11	9	3	5	0	3	0	0	10
IFT27	9	10	3	6	5	1	3	0	8
IFT43	96	78	16	31	23	49	22	0	68
IFT46	19	14	0	6	5	6	2	0	8
IFT52	30	24	1	11	10	11	4	0	22
IFT57	44	15	3	19	11	14	10	0	20
IFT74	41	43	14	19	14	27	9	0	43
IFT80	15	16	3	8	5	16	6	0	17
IFT81	83	117	30	49	34	73	32	0	167
IFT88	76	47	7	33	10	44	18	0	57
IFTAP	31	23	3	11	5	9	3	0	23
IGBP1	97	49	9	35	21	35	7	0	62
IGDCC3	17	4	0	3	2	6	2	0	3
IGDCC4	5	1	0	2	2	0	0	0	3
IGF1	15	14	4	4	2	11	2	0	11
IGF1R	3635	2463	474	1417	918	1658	680	7	1880
IGF2	1	0	1	0	1	0	0	0	1
IGF2-AS	0	0	0	1	0	0	1	0	0
IGF2BP1	441	212	46	145	67	129	60	0	146
IGF2BP2	12	3	0	2	1	5	1	0	2
IGF2BP2-AS1	0	1	0	0	0	0	0	0	0
IGF2BP3	2173	998	223	801	374	803	243	3	792
IGF2R	729	406	84	275	139	283	128	2	357
IGFALS	0	0	0	0	0	0	0	0	1
IGFBP1	1	1	0	0	0	1	0	0	0
IGFBP2	6	6	0	1	0	1	0	0	3
IGFBP3	78	46	7	31	14	30	13	0	39
IGFBP4	474	272	66	204	116	170	65	0	211
IGFBP5	17	14	3	2	2	7	7	0	21
IGFBP6	14	7	3	4	3	6	0	0	10
IGFBP7	1001	596	119	395	186	427	161	3	474
IGFBP7-AS1	14	1	0	1	0	3	2	0	3
IGFBPL1	1	0	0	1	1	0	0	0	0
IGFL2-AS1	174	37	2	38	15	24	6	0	16
IGFL4	1	1	0	1	0	2	0	0	0
IGFLR1	1	2	1	1	1	1	1	0	2
IGFN1	677	221	26	148	68	100	83	2	151
IGHA2	1	0	0	0	0	0	0	0	0
IGHD	2	0	0	0	0	0	0	0	0
IGHEP2	2	0	0	1	0	2	1	0	0
IGHG2	0	0	0	1	0	0	0	0	0
IGHM	2	0	0	0	0	1	0	0	0
IGHMBP2	109	79	11	54	20	38	14	0	48
IGHV1-24	0	1	0	0	0	0	0	0	0
IGHV3-22	1	0	0	0	0	0	0	0	0
IGHV3-73	3	0	0	0	0	0	0	0	0
IGHV6-1	2	0	0	1	0	0	0	0	0
IGHV7-56	1	0	0	0	0	0	0	0	0
IGIP	3	5	1	1	2	9	1	0	4
IGKC	0	0	0	0	0	0	0	0	1
IGKV1D-27	0	1	0	0	0	0	0	0	0
IGKV1OR2-108	1	0	0	0	0	0	0	0	0
IGLL1	1	0	0	0	0	1	0	0	0
IGLON5	2	0	0	0	0	0	0	0	3
IGLV1-50	0	1	0	0	1	0	0	0	0
IGLV1-51	1	1	0	0	0	0	0	0	0
IGLV5-52	4	1	0	3	0	0	0	0	0
IGSF1	253	202	36	111	73	163	51	0	223
IGSF10	363	328	57	162	107	231	174	0	365
IGSF11	22	10	1	9	2	3	4	0	3
IGSF11-AS1	1	0	0	0	0	0	0	0	0
IGSF21	12	5	1	3	2	2	1	0	4
IGSF21-AS1	0	0	0	1	0	1	0	0	0
IGSF22	2	0	0	0	0	0	0	0	0
IGSF22-AS1	3	3	0	0	1	0	0	0	1
IGSF23	0	0	0	0	0	0	0	0	1
IGSF3	90	88	16	43	34	50	23	0	57
IGSF3P2	1	0	0	0	0	1	0	0	0
IGSF5	1	0	0	0	0	0	0	0	0
IGSF6	0	0	0	0	0	0	1	0	0
IGSF8	25	15	3	8	0	6	6	0	7
IGSF9	7	7	2	1	3	2	0	0	6
IGSF9B	9	3	0	1	1	0	2	0	0
IHH	3	1	0	1	0	0	1	0	0
IHO1	2	2	0	1	0	0	0	0	1
IK	202	105	17	84	36	54	29	1	114
IKBIP	151	114	21	54	34	61	21	0	79
IKBKB	203	128	35	64	46	104	44	0	106
IKBKB-DT	4	0	0	1	1	0	0	0	1
IKBKE	24	12	2	8	5	12	0	0	6
IKBKG	77	37	6	24	9	16	13	0	21
IKBKGP1	1	0	0	0	0	1	0	0	0
IKZF1	4	4	0	0	1	0	0	0	0
IKZF2	97	51	9	34	16	47	12	0	52
IKZF3	2	2	1	2	0	1	1	0	1
IKZF4	26	21	3	10	3	14	3	0	13
IKZF5	91	44	13	22	17	37	6	0	70
IL10RA	2	0	0	0	0	0	0	0	0
IL10RB	4	5	0	1	2	1	0	0	6
IL10RB-DT	1	0	0	0	0	0	1	0	0
IL11	225	81	13	58	29	39	5	0	15
IL11RA	9	11	2	4	2	6	2	0	4
IL12A	4	0	0	0	0	1	2	0	1
IL12A-AS1	13	9	0	1	2	1	2	0	8
IL12B	2	2	0	0	0	0	0	0	0
IL12RB1	1	0	0	0	0	1	0	0	0
IL12RB2	5	4	0	1	0	0	0	0	2
IL13RA1	129	77	18	52	37	57	12	1	62
IL13RA2	1	0	0	0	0	1	0	0	1
IL15	517	414	94	245	148	392	112	2	397
IL15RA	28	8	1	5	7	6	1	0	7
IL16	9	6	0	9	2	3	0	0	4
IL17A	1	0	0	0	0	0	0	0	0
IL17B	3	0	1	1	0	2	0	0	0
IL17D	3	0	0	1	0	1	1	0	1
IL17RA	46	41	4	15	12	18	11	0	20
IL17RB	14	7	1	2	1	6	3	0	6
IL17RC	12	7	0	3	3	5	2	0	5
IL17RD	5	2	0	4	1	3	1	0	3
IL17RE	1	2	0	1	0	1	0	0	1
IL17REL	10	8	1	3	0	1	0	0	0
IL18	56	7	0	18	2	9	4	0	15
IL18BP	75	39	5	16	13	20	4	1	18
IL18R1	13	4	0	2	1	3	2	0	5
IL18RAP	1	1	0	0	0	0	0	0	0
IL19	4	0	0	1	1	1	0	0	2
IL1A	4	0	1	3	0	1	0	0	1
IL1B	3	1	0	1	0	0	0	0	0
IL1F10	0	1	0	0	0	0	0	0	0
IL1R1	116	111	26	35	29	88	21	2	56
IL1R2	6	0	0	1	0	1	0	0	1
IL1RAP	142	72	16	52	27	61	15	0	56
IL1RAPL1	76	44	9	30	21	27	17	0	44
IL1RAPL2	75	43	11	24	8	28	12	0	31
IL1RL1	2	1	0	0	0	1	0	0	0
IL1RL2	36	32	7	21	12	23	11	0	27
IL1RN	1	1	0	2	1	0	0	0	0
IL20RA	6	0	2	4	1	5	0	0	1
IL20RB	146	102	17	49	34	69	27	0	69
IL20RB-AS1	1	0	0	0	0	2	0	0	0
IL21	0	1	0	0	0	0	0	0	0
IL21-AS1	2	0	0	1	0	0	0	0	0
IL21R	2	0	0	1	0	0	0	0	2
IL21R-AS1	5	2	0	0	1	1	0	0	0
IL22	0	0	0	1	0	0	1	0	0
IL22RA1	6	3	1	0	0	5	1	0	5
IL22RA2	1	2	0	0	0	1	1	0	0
IL23A	4	3	0	2	2	0	0	0	1
IL23R	7	5	0	3	0	1	0	0	1
IL24	6	3	0	0	0	1	0	0	0
IL25	1	0	0	0	0	0	0	0	0
IL26	1	0	0	0	0	1	0	0	0
IL27	2	1	1	0	0	3	0	0	0
IL27RA	14	5	1	3	3	4	3	0	8
IL2RA	10	1	1	3	3	7	3	0	5
IL2RB	3	3	0	1	2	1	3	0	4
IL2RG	1	0	0	0	0	0	0	0	0
IL31RA	2	0	0	0	1	0	1	0	1
IL32	27	7	3	14	5	4	0	1	7
IL33	8	0	0	3	1	2	0	0	0
IL34	2	1	0	3	2	0	0	0	1
IL36A	0	0	0	0	0	1	0	0	0
IL36B	0	0	0	3	1	0	0	0	0
IL36G	1	0	0	0	0	0	0	0	0
IL37	1	1	1	0	0	1	0	0	0
IL3RA	1	1	0	0	1	0	1	0	0
IL4I1	11	7	0	5	4	9	4	0	6
IL4R	32	30	7	15	13	13	2	1	13
IL5	1	0	0	0	1	0	0	0	0
IL5RA	3	2	0	0	1	1	0	0	2
IL6	87	31	3	20	4	11	1	0	4
IL6-AS1	1	2	0	0	0	0	0	0	0
IL6R	35	39	3	22	13	20	17	0	19
IL6R-AS1	4	2	0	2	1	0	1	0	0
IL6ST	502	297	58	223	85	254	55	0	301
IL6ST-DT	3	0	0	1	1	1	0	0	0
IL6STP1	4	0	0	0	0	1	0	0	0
IL7	2	8	0	7	2	2	3	0	4
IL7R	160	41	5	40	10	27	6	0	18
IL9R	0	0	0	0	0	0	1	0	0
IL9RP1	1	1	0	0	1	0	0	0	0
IL9RP2	1	0	0	0	0	0	0	0	1
IL9RP3	6	1	0	2	1	1	1	0	5
IL9RP4	1	0	0	0	0	0	0	0	0
ILDR1	3	1	0	0	0	0	0	0	1
ILDR2	5	3	2	0	1	2	0	0	0
ILF2	252	175	28	88	59	91	34	0	100
ILF2P1	0	0	0	0	0	0	0	0	1
ILF2P2	0	1	0	0	0	0	0	0	0
ILF3	883	479	129	332	164	323	138	0	398
ILF3-DT	15	5	0	4	6	5	3	0	7
ILK	116	52	17	35	22	41	17	1	49
ILKAP	126	81	14	50	22	39	14	0	70
ILRUN	204	122	24	67	30	94	51	1	129
ILRUN-AS1	0	2	0	0	0	0	0	0	1
ILVBL	53	41	5	26	11	20	13	0	27
ILVBL-AS1	0	0	1	0	0	0	0	0	0
IMMP1L	185	120	28	74	42	103	22	0	127
IMMP2L	5144	3671	784	2124	1364	3490	868	17	4215
IMMT	264	193	39	107	58	154	61	0	178
IMMTP1	0	1	0	0	0	0	0	0	0
IMP3	76	39	6	25	11	20	10	0	20
IMP4	65	32	10	36	17	31	5	1	21
IMPA1	93	70	8	51	30	47	12	1	59
IMPA1P1	0	0	0	0	0	0	0	0	1
IMPA2	115	124	20	73	26	91	27	0	104
IMPACT	62	32	2	30	10	26	7	0	39
IMPDH1	124	59	15	34	23	34	14	0	33
IMPDH1P10	0	0	1	0	1	0	0	0	0
IMPDH1P2	2	1	0	1	1	0	1	0	3
IMPDH1P5	5	1	0	1	2	3	0	0	2
IMPDH1P6	1	0	0	0	0	0	0	0	0
IMPDH1P8	2	1	0	0	3	1	0	0	1
IMPDH1P9	0	0	0	0	0	1	0	0	0
IMPDH2	17	9	3	14	11	11	1	0	9
IMPG1	11	4	0	3	1	2	1	0	4
IMPG2	12	7	2	1	3	5	3	0	15
INA	19	10	2	6	3	7	0	0	6
INAFM1	9	5	2	4	0	2	2	0	3
INAFM2	17	5	0	9	2	3	3	0	10
INAVA	1	2	1	0	0	0	1	0	2
INCA1	1	1	0	2	0	1	1	0	2
INCENP	271	190	35	128	70	116	55	1	139
INE1	4	2	0	1	2	4	1	0	5
INF2	402	211	49	131	79	109	55	0	157
ING1	76	51	5	31	10	21	6	0	34
ING2	26	13	1	4	5	13	4	0	12
ING2-DT	12	9	0	6	1	7	4	0	12
ING3	104	86	14	34	27	65	15	0	84
ING4	22	12	3	8	7	15	6	0	23
ING5	175	157	25	57	43	81	40	0	110
INGX	0	0	0	0	0	0	0	0	1
INHA	17	1	0	6	1	3	1	0	5
INHBA	6	3	0	2	1	3	0	0	0
INHBA-AS1	5	1	0	1	0	1	0	0	2
INHBB	4	0	0	1	1	0	1	0	1
INHBC	0	1	0	1	0	2	0	0	0
INHBE	1	2	0	2	1	1	1	0	2
INIP	83	67	14	42	22	53	15	0	75
INKA1	1	0	0	0	0	0	0	0	0
INKA2	7	9	0	4	1	2	2	0	5
INKA2-AS1	3	2	0	1	0	0	1	0	0
INMT	0	2	0	1	0	0	0	0	0
INMT-MINDY4	89	85	14	31	28	46	23	0	54
INO80	585	353	84	223	143	295	89	0	389
INO80-AS1	1	0	0	0	0	1	0	0	0
INO80B	2	1	0	1	0	2	0	0	1
INO80B-WBP1	36	17	1	15	4	12	5	0	9
INO80C	13	5	2	7	3	2	2	0	6
INO80D	215	143	29	104	62	133	28	0	145
INO80D-AS2	9	4	0	4	3	3	1	0	3
INO80E	111	89	17	46	28	42	23	1	71
INPP1	75	54	8	34	19	30	13	0	33
INPP4A	240	175	30	78	62	109	39	0	130
INPP4B	878	571	112	301	226	475	55	0	367
INPP5A	478	329	55	188	108	151	91	0	218
INPP5B	151	101	24	78	37	79	35	0	85
INPP5D	14	4	2	9	3	6	2	0	4
INPP5E	62	19	1	14	14	22	3	0	14
INPP5F	35	35	5	22	14	26	7	0	33
INPP5J	10	3	1	3	1	6	2	0	9
INPP5K	46	25	6	16	10	20	8	0	30
INPPL1	422	145	36	145	64	100	77	0	141
INS-IGF2	1	0	0	1	0	0	1	0	0
INSC	2	0	0	1	0	0	1	0	2
INSIG1	160	122	25	62	42	121	35	0	136
INSIG1-DT	2	6	0	2	3	1	0	0	2
INSIG2	39	38	6	15	11	28	11	0	40
INSL3	0	0	0	0	0	0	0	0	1
INSL4	8	10	0	1	0	3	0	0	4
INSL6	1	0	0	1	1	0	0	0	0
INSM1	3	0	0	2	0	0	0	0	1
INSM2	3	0	0	1	0	0	0	0	0
INSR	23	22	1	14	7	10	5	0	12
INSRR	6	3	1	1	0	0	1	0	2
INSYN1	1	0	0	4	1	1	2	0	1
INSYN1-AS1	1	0	0	0	0	1	0	0	0
INSYN2A	12	1	1	3	1	2	0	0	1
INSYN2B	115	22	4	27	9	18	9	0	16
INTS1	497	276	58	160	99	163	88	0	207
INTS10	280	153	36	129	48	118	43	0	132
INTS11	152	92	15	67	21	44	27	0	71
INTS12	53	23	3	23	9	24	10	0	32
INTS13	184	130	30	72	47	102	28	0	120
INTS14	98	65	11	46	22	28	16	0	58
INTS15	41	22	1	15	9	14	1	0	19
INTS2	90	60	12	35	19	42	5	0	53
INTS3	259	154	35	122	54	97	40	0	152
INTS4	129	94	21	59	31	84	24	0	100
INTS4P1	1	3	0	3	0	2	1	0	4
INTS4P2	1	0	0	0	0	0	0	0	0
INTS5	42	16	6	16	5	14	6	0	17
INTS6	397	297	65	164	96	244	58	2	319
INTS6-AS1	11	8	2	3	2	7	2	0	6
INTS6L	29	12	0	11	6	15	9	0	22
INTS6P1	1	0	0	0	0	0	0	0	0
INTS7	389	283	49	150	96	258	69	3	403
INTS8	100	96	13	43	36	73	19	1	126
INTS9	113	75	8	65	28	47	22	0	72
INTS9-AS1	0	1	0	0	0	0	0	0	0
INTU	64	39	13	26	12	33	7	1	36
INVS	323	237	41	137	107	203	73	0	210
IP6K1	215	125	24	95	64	108	32	0	185
IP6K2	204	190	28	108	66	121	42	0	184
IP6K3	3	0	0	0	0	1	0	0	0
IPMK	125	70	7	44	19	54	12	1	83
IPO11	314	191	37	116	76	153	39	0	154
IPO13	59	44	5	29	13	26	15	0	38
IPO4	133	52	10	46	16	28	17	0	30
IPO5	1093	538	89	440	216	398	113	0	437
IPO5P1	1	1	1	3	0	0	0	0	2
IPO7	1624	959	172	652	324	703	213	2	762
IPO7P1	0	0	0	0	1	0	0	0	0
IPO7P2	1	1	0	0	0	0	0	0	1
IPO8	202	113	23	91	41	81	34	0	94
IPO8P1	4	2	0	1	0	1	0	0	3
IPO9	585	370	59	205	138	273	118	0	367
IPO9-AS1	212	25	2	31	7	9	7	0	13
IPP	37	23	0	10	10	14	9	0	26
IPPK	185	95	10	74	36	51	30	1	77
IQANK1	9	10	2	4	3	10	4	0	10
IQCA1	56	42	6	20	7	27	12	1	34
IQCA1-AS1	0	1	0	0	0	0	0	0	0
IQCA1L	2	1	0	0	0	2	0	0	1
IQCB1	194	104	14	70	50	83	32	0	126
IQCB2P	1	0	0	0	0	0	0	0	0
IQCC	13	5	0	5	2	4	3	0	7
IQCD	2	3	0	0	1	4	0	0	3
IQCE	102	53	10	33	20	27	23	0	38
IQCF1	2	0	0	1	0	0	0	0	0
IQCG	19	17	2	12	4	13	4	0	16
IQCH	68	54	14	32	16	45	16	0	56
IQCH-AS1	55	30	4	13	10	26	7	0	33
IQCJ-SCHIP1	827	674	126	331	228	504	151	3	958
IQCK	62	55	10	24	21	44	18	0	44
IQCM	25	12	4	8	7	7	2	0	4
IQCN	13	10	0	6	1	6	3	0	6
IQGAP1	1424	966	174	494	309	573	239	4	808
IQGAP2	372	384	82	174	129	290	82	0	360
IQGAP3	293	155	43	126	51	119	42	0	123
IQSEC1	122	117	22	37	22	34	20	0	56
IQSEC2	28	18	4	9	8	8	4	0	20
IQSEC3	8	0	0	2	1	1	1	0	4
IQSEC3-AS1	0	0	0	0	0	0	1	0	0
IQUB	10	3	0	1	3	6	1	0	8
IRAG1	2	2	0	0	0	2	1	0	3
IRAG1-AS1	4	1	0	3	0	1	0	0	1
IRAG2	0	3	0	2	1	0	0	0	1
IRAK1	298	132	35	106	49	84	33	0	96
IRAK1BP1	42	29	2	12	11	15	5	0	23
IRAK2	119	92	11	42	37	54	14	0	56
IRAK3	40	30	9	14	13	19	9	0	20
IRAK4	41	28	5	12	8	11	10	1	26
IREB2	309	225	38	171	75	144	46	0	217
IRF1	67	35	2	19	8	22	8	0	23
IRF1-AS1	12	3	1	3	2	4	1	0	3
IRF2	60	34	2	23	10	13	10	0	25
IRF2-DT	2	0	1	1	1	1	0	0	2
IRF2BP1	53	17	10	20	6	10	5	0	14
IRF2BP2	314	179	48	143	68	127	49	1	138
IRF2BPL	67	27	9	22	14	22	4	0	24
IRF3	60	54	4	30	23	20	21	0	38
IRF4	1	0	0	0	0	0	0	0	1
IRF5	0	2	1	0	0	1	1	0	0
IRF6	0	0	0	0	0	1	0	0	0
IRF7	22	6	2	7	0	2	0	0	5
IRF8	2	1	0	1	0	0	1	0	0
IRF9	26	3	0	10	4	3	2	0	11
IRGM	0	0	0	2	1	0	0	0	2
IRGQ	54	45	11	28	20	21	10	0	31
IRS1	169	119	20	67	38	81	34	0	89
IRS2	1080	597	114	323	192	368	110	0	423
IRS3P	1	0	0	0	0	0	0	0	1
IRS4	4	2	0	2	1	0	0	0	0
IRS4-AS1	1	0	0	0	0	0	0	0	0
IRX1	1	0	1	0	0	0	0	0	1
IRX2	2	2	0	0	0	0	0	0	0
IRX2-DT	1	0	0	0	1	0	0	0	0
IRX3	44	30	4	13	8	12	7	0	9
IRX4	1	0	0	0	0	0	0	0	1
IRX5	13	6	2	4	2	11	4	0	3
IRX6	0	0	0	1	0	0	0	0	0
ISCA1	69	42	18	36	32	41	10	0	47
ISCA1P3	0	0	0	0	1	0	0	0	0
ISCA2	8	9	0	3	2	2	2	0	8
ISCA2P1	1	1	0	0	0	1	0	0	0
ISCU	50	25	6	19	9	17	3	0	18
ISG15	132	68	7	57	12	31	7	0	27
ISG20	48	35	2	19	9	15	5	0	8
ISG20L2	122	67	12	53	27	41	18	0	46
ISL1	31	15	5	12	6	9	4	0	13
ISL1-DT	7	5	3	6	6	6	2	0	9
ISL2	16	11	4	6	7	9	2	0	16
ISLR	2	0	0	0	0	0	0	0	1
ISLR2	18	1	0	2	0	0	2	0	3
ISM1	8	0	1	2	2	1	1	0	1
ISM1-AS1	1	0	0	0	0	1	0	0	0
ISM2	0	1	0	0	0	0	0	0	0
ISOC1	42	31	7	14	11	22	4	0	36
ISOC2	28	13	0	15	3	7	3	0	2
IST1	124	98	15	69	35	62	21	2	86
ISY1	23	9	2	7	6	10	2	0	9
ISY1-RAB43	79	69	8	33	21	37	19	0	63
ISYNA1	5	3	4	0	2	2	1	0	4
ITCH	44	37	8	26	12	29	9	0	27
ITCH-IT1	0	2	0	0	0	0	0	0	0
ITFG1	326	223	50	149	82	221	68	0	239
ITFG1-AS1	2	1	1	1	0	0	0	0	0
ITFG2	114	105	29	83	45	62	27	0	104
ITFG2-AS1	21	17	3	13	10	9	3	0	17
ITGA1	112	86	14	50	34	73	16	1	73
ITGA10	6	4	0	1	2	2	1	0	2
ITGA11	85	56	8	41	17	27	25	0	46
ITGA2	244	81	8	85	26	58	7	0	32
ITGA2-AS1	1	1	0	3	0	0	0	0	1
ITGA2B	3	5	0	2	1	1	0	0	3
ITGA3	281	115	29	90	52	99	27	0	85
ITGA4	74	43	8	28	14	29	9	0	18
ITGA5	482	329	65	185	96	180	83	3	189
ITGA6	321	166	22	95	54	97	30	0	99
ITGA6-AS1	2	0	0	0	0	0	0	0	0
ITGA7	10	9	0	5	3	7	3	0	4
ITGA8	7	14	1	9	1	5	6	0	10
ITGA9	16	8	1	6	4	3	1	0	3
ITGA9-AS1	23	17	2	16	9	11	11	0	23
ITGAD	7	2	0	2	0	0	0	0	0
ITGAE	48	28	3	19	12	17	10	0	32
ITGAL	1	0	0	0	0	0	1	0	0
ITGAM	9	6	1	3	2	1	4	0	1
ITGAV	681	430	84	251	165	330	115	4	513
ITGAX	2	2	0	2	0	0	0	0	1
ITGB1	1436	826	174	548	294	703	253	2	753
ITGB1-DT	31	20	6	13	6	11	5	0	26
ITGB1BP1	177	93	18	71	26	63	23	1	71
ITGB1BP2	2	5	0	3	5	4	0	0	8
ITGB1P1	0	0	0	0	1	0	0	0	2
ITGB2	8	3	1	1	0	0	0	0	1
ITGB2-AS1	1	0	0	0	0	0	1	0	0
ITGB3	1	0	0	2	1	0	0	0	0
ITGB3BP	243	183	38	100	68	157	52	1	237
ITGB4	52	28	6	7	5	14	6	0	9
ITGB5	512	205	41	178	83	135	33	1	96
ITGB5-AS1	1	1	0	0	0	0	0	0	0
ITGB6	7	2	0	2	1	1	1	0	3
ITGB7	4	1	0	1	0	0	0	0	1
ITGB8	234	149	25	89	57	108	38	0	123
ITGB8-AS1	2	1	1	1	0	1	0	0	0
ITGBL1	18	12	2	12	4	12	5	0	7
ITIH1	0	1	0	0	0	0	0	0	0
ITIH2	3	0	1	0	0	2	0	0	2
ITIH3	3	0	0	2	1	2	1	0	5
ITIH4	2	2	0	0	0	2	0	0	0
ITIH4-AS1	1	0	0	1	0	0	0	0	0
ITIH5	5	1	0	1	1	1	0	0	0
ITIH6	2	0	0	0	0	0	0	0	1
ITK	7	9	4	15	7	8	1	0	18
ITLN1	0	1	0	0	0	1	0	0	1
ITLN2	0	0	0	0	0	0	0	0	1
ITM2A	0	0	0	0	0	0	1	0	0
ITM2B	212	173	27	88	65	117	46	0	121
ITM2C	42	29	11	14	8	16	14	0	22
ITPA	63	32	8	23	20	28	10	0	30
ITPK1	216	107	29	72	36	53	30	0	52
ITPK1-AS1	0	1	0	0	0	0	0	0	0
ITPKA	6	3	2	2	1	2	4	1	5
ITPKB	81	60	14	29	15	35	11	1	35
ITPKB-AS1	1	0	0	0	0	0	0	0	0
ITPKB-IT1	2	0	0	0	0	0	0	0	0
ITPKC	16	12	2	2	3	9	6	0	9
ITPR1	3598	2436	456	1539	869	1666	619	6	1961
ITPR1-DT	4	3	0	2	0	1	0	0	3
ITPR2	294	220	45	133	82	159	53	2	206
ITPR2-AS1	7	2	0	1	1	1	0	0	2
ITPR3	591	233	65	194	65	141	80	1	156
ITPRID1	5	3	0	1	0	2	0	0	1
ITPRID2	874	614	140	412	183	483	187	1	674
ITPRID2-DT	8	2	2	7	1	3	2	0	6
ITPRIP	713	483	69	247	135	207	119	1	225
ITPRIPL1	1	4	1	2	0	0	1	0	0
ITPRIPL2	277	154	35	101	52	106	24	0	120
ITSN1	319	184	29	136	39	147	63	0	183
ITSN2	132	106	22	67	35	81	25	1	98
IUR1	1	0	0	0	0	0	1	0	1
IVD	111	71	10	45	25	40	15	0	59
IVNS1ABP	362	234	45	156	81	190	57	0	220
IWS1	221	174	36	102	49	125	43	1	174
IYD	2	1	0	1	1	0	0	0	1
IZUMO1	1	1	0	1	0	0	0	0	0
IZUMO2	2	0	0	1	0	0	0	0	0
IZUMO3	1	0	0	0	0	0	0	0	0
IZUMO4	2	2	0	0	0	0	2	0	0
JADE1	248	149	19	84	46	100	38	2	174
JADE2	163	96	21	74	38	63	37	0	78
JADE3	187	128	22	77	40	100	44	0	144
JAG1	210	91	14	54	40	43	16	0	54
JAG2	106	37	11	46	25	31	18	0	46
JAGN1	56	44	5	39	18	25	14	1	29
JAK1	504	312	69	187	90	200	70	1	311
JAK2	266	448	40	321	38	169	19	0	210
JAK3	3	0	0	0	0	2	0	0	3
JAKMIP2	14	18	2	6	6	8	2	0	25
JAKMIP2-AS1	4	3	2	3	2	1	0	0	2
JAKMIP3	72	78	20	35	31	31	20	1	43
JAM2	0	1	0	0	0	3	0	0	1
JAM3	9	6	0	1	0	1	3	0	2
JAML	2	1	0	0	2	0	0	0	0
JARID2	1158	824	97	353	234	401	149	0	604
JARID2-AS1	2	0	0	0	0	1	0	0	0
JARID2-DT	2	0	0	0	0	1	0	0	0
JAZF1	584	429	79	225	160	269	127	1	313
JAZF1-AS1	7	0	2	4	2	1	0	0	1
JCAD	11	9	2	3	1	5	1	0	2
JCADP1	1	0	0	0	0	0	0	0	0
JCHAIN	0	0	0	0	0	1	0	0	0
JDP2	214	138	10	74	52	65	41	0	135
